Data;Estacao_Ano;Tipo_Planta;Tipo_Solo;Temperatura_C;Chuva_mm;Horas_Sol_Dia;Humidade_Solo;Frequencia_Podas;Nivel_Pesticida;Cor_Folha;Densidade_Fibra;Tamanho_Raiz_cm;Indice_Crescimento;Resistencia_Clima;Ervas_Daninhas;Num_Praga;Altura_cm;Tempo_Crescimento_horas;Litros_Agua_Semana;Saude;Custo_Cultivo;Preco_Venda;Tempo_Vida_dias
2020-01-17;Inverno;Cenoura;Arenoso;-133.41719694060376;-124.83220555599776;-154.57846569573232;17.47161524994919;-73.0;-77.80127868581859;48.2605735747216;3.250399568338013;18.917457957391598;0.4881679323597838;-151.08020953555712;0.0;0.0;-287537.10994763963;1513705.3006018891;1086593.5563101533;Doente;473301072.23088175;165905297336.81396;303826.98019152554
2020-01-18;Inverno;Cenoura;Humoso;-154.10039245141124;-85.64410161329073;-150.35184231610748;33.109754634437834;-76.0;-78.16085984988405;31.018256437346512;3.445478982189192;23.621438095977084;0.7048938713031032;-149.13106625841883;0.0;0.0;-148906.9106035977;1383916.7113427531;977179.557312063;Doente;423972847.83357906;135483137101.6115;736026.8001299419
2020-01-19;Inverno;Trigo;Argiloso;-137.87721742687967;26.094227676030982;-156.2821189990275;38.33026078420757;-80.0;-78.80089791621452;25.628963520153714;2.350169543135876;38.90401337128135;0.4787942834511577;-151.73011061544696;0.0;0.0;140024.33803430604;1181563.328262772;771165.7515763063;Doente;304576370.59351003;101753917392.99959;1834074.0872589773
2020-01-20;Inverno;Tomate;Arenoso;-151.4044135321863;-89.7649535422241;-153.866685921249;35.9948933691978;-72.0;-76.2194865758451;12.475094919579242;3.2037604504113686;5.8454753844305785;0.7550229411092408;-158.55668783042296;0.0;0.0;-154224.82620709718;1389661.9200030246;976292.3123439058;Doente;426673724.8939831;101888124993.65443;646833.7785258413
2020-01-21;Inverno;Batata;Argiloso;-135.92079062941212;-113.98731949420687;-152.11186105307732;-19.317378943641764;-75.0;-77.84972996918391;22.805581828347776;1.2834565416976438;35.61278647582189;1.2555505411218075;-153.51458278910252;0.0;0.0;-347971.1582704267;1601048.670396627;1169608.1916694094;Doente;482376703.5733492;126359264185.03781;366581.48544134176
2020-01-22;Inverno;Milho;Argiloso;-130.0828630028919;-35.10936403109534;-153.5452446949235;-7.398587520598234;-78.0;-76.9828042454252;44.299601708737505;4.248189394925724;44.99168120360233;0.8167029471648343;-153.31407168746148;0.0;0.0;-113979.0972171041;1433433.3364083003;1001426.1357418742;Doente;393528447.08922815;140555538010.6827;1169142.9218843123
2020-01-23;Inverno;Tomate;Humoso;-159.09921984011822;-128.00615305309628;-150.56783291426558;25.36823075431505;-78.0;-79.31067705653146;18.81779968846929;1.6233785343042446;15.812147327050525;1.3584970910243188;-156.31664916235204;0.0;0.0;-275478.1583758051;1480842.3817770605;1071381.1693779128;Doente;472467346.087531;96918585187.61107;270007.87373066996
2020-01-24;Inverno;Trigo;Humoso;-133.07902402627204;-113.04676911473337;-154.97625315486974;5.828013952344278;-71.0;-77.58950624478841;18.770918048880887;1.571627852034129;37.965260472167174;1.0025391576733977;-155.06504384327866;0.0;0.0;-289099.95452234894;1525760.8430006832;1098671.2098736076;Doente;467489628.9997061;118545902881.34102;390644.53495431517
2020-01-25;Inverno;Cenoura;Humoso;-141.32108399204026;31.525173912595022;-154.29059355381457;48.29864518034435;-80.0;-78.66716431013774;47.81977847447467;3.196615213245651;37.0833358658453;0.941370758250327;-148.4560362913805;0.0;0.0;180821.88196445367;1138633.383796738;734501.1197101349;Doente;293427047.3381237;48758105305.323425;1904632.483252976
2020-01-26;Inverno;Batata;Arenoso;-130.79852142505536;24.294668971921283;-157.29182147828217;26.103195090744656;-73.0;-77.62497650539645;8.672602506000604;1.924493012419477;18.780402800166016;1.2416267580850857;-151.8252839627997;0.0;0.0;110167.52638996628;1230901.2542875311;807452.9790537185;Doente;313112584.5196757;67923421346.78947;1798371.7068030366
2020-01-27;Inverno;Tomate;Siltoso;-146.04971447420718;53.02776408097921;-153.12800711158457;46.48328321711132;-79.0;-76.3529153903162;18.870876135731802;3.0430321865188192;25.88311366763985;0.2317974748701972;-158.41187063377402;0.0;0.0;228907.88595211314;1099035.076977588;703413.2599565127;Doente;272167301.6919539;22871273282.580387;2085649.1589340735
2020-01-28;Inverno;Milho;Humoso;-134.5783620828588;40.9030871821499;-155.69430425241515;-6.373886678727562;-80.0;-76.41247850691454;41.786486995774915;2.8888894107945635;55.98238695682406;1.4230300387066435;-152.49030373225233;0.0;0.0;78392.42036300883;1299747.6038199977;868314.021226695;Doente;313717379.295758;88440371833.48059;1926442.8321440911
2020-01-29;Inverno;Milho;Humoso;-158.12817794205168;6.635112647963609;-156.71752768387546;40.001851574118476;-74.0;-78.48594116719946;52.583833905391344;3.6022205818945907;34.24640825397062;0.6799093792536561;-154.06812777703777;0.0;0.0;109493.08296770751;1225259.8589399154;799224.7890596526;Doente;323800485.1671226;110633559752.45549;1623041.7856463112
2020-01-30;Inverno;Soja;Arenoso;-149.94162849765112;-119.53342853986743;-153.64374965676393;2.0195210131326533;-72.0;-76.78565897197265;27.556546253707783;1.921306973722738;37.39227109285346;0.5829141450682314;-148.97097540411738;0.0;0.0;-310137.5307493449;1549334.1436163739;1120144.7503051907;Doente;476329219.56296474;47717406633.94369;345135.2793906557
2020-01-31;Inverno;Soja;Humoso;-157.9895038674637;26.56972359733149;-153.7415178929607;48.79439618271334;-75.0;-75.55059480539946;15.163448320571955;1.6248901302842818;10.640070080107131;1.0290118616598105;-148.97006880004528;0.0;0.0;172357.08942134987;1146526.5268738503;741667.3057045137;Doente;298326789.3691504;83441515218.81998;1849649.6554573774
2020-02-01;Inverno;Trigo;Arenoso;-130.7397059956279;39.1021621681121;-157.39302687020762;-9.436933348812818;-73.0;-77.12869790774631;40.71609675565161;2.3606800980547327;14.550288232770338;1.5024847740763858;-155.05501378624663;0.0;0.0;52641.53262160157;1304707.9489596656;880133.9749890367;Doente;317346830.3104499;42852910707.29674;1890130.6229660362
2020-02-02;Inverno;Tomate;Argiloso;-135.4907827818449;29.816429154390903;-152.4142763720442;15.668646924749737;-73.0;-79.51499394045766;2.9028422708268957;2.416956509015562;8.708146431925224;0.8995463086909095;-156.22922736812242;0.0;0.0;93514.50516206655;1231196.70688526;827885.2869278518;Doente;313353801.7920301;38297891341.9952;1843379.2040226911
2020-02-03;Inverno;Tomate;Humoso;-134.4235773626209;-28.30419293839479;-153.00982247479317;35.0239769746654;-72.0;-76.85850141097536;2.8684104759903812;2.567373222842317;40.07011749646594;0.9983056673239805;-153.75621645821153;0.0;0.0;-3521.271088742811;1279468.964739472;873916.2414937514;Doente;363195530.74359524;99394451009.08176;1290971.8302433249
2020-02-04;Inverno;Cenoura;Humoso;-131.8610430569832;-83.41963227010368;-156.48786173802802;9.809833248349385;-74.0;-79.73252262562428;45.11937992454991;3.1311530011023168;28.810843399431263;1.3770090044590826;-152.95728838630197;0.0;0.0;-203554.9623582816;1467602.4380681652;1036608.3915096305;Doente;434339727.99222076;39507643790.10508;695364.5123385808
2020-02-05;Inverno;Cenoura;Argiloso;-157.44689541640645;39.06599513774535;-154.24452110276764;12.290743819202142;-72.0;-75.8964925134057;27.41173889792843;4.360700161080588;23.291809109737493;0.6528312416011803;-155.61934980799256;0.0;0.0;110278.25392166336;1232934.9179244076;820702.9284485424;Doente;305450459.9878913;58697836083.03777;1919488.3071201616
2020-02-06;Inverno;Cenoura;Argiloso;-148.4320722246;15.432561948027683;-152.23741666817153;48.56976529146874;-72.0;-77.67374207836114;30.315805167876913;3.4698035646937573;46.67888871360341;1.4479037209374983;-151.14623685969087;0.0;0.0;141867.80601803324;1160864.6972551502;761570.3602596995;Doente;310100857.0719764;21246485546.838608;1739331.4222378647
2020-02-07;Inverno;Soja;Argiloso;-157.86895332867994;66.15223487777033;-153.76451407566978;9.296430127147609;-80.0;-78.33134087581294;23.356846844141963;3.7910918879990145;16.697485948303743;0.7749207877057084;-155.4090720908246;0.0;0.0;172546.83552800273;1193897.9674325348;782715.8999822919;Doente;278905506.18257636;57636267090.738914;2189919.0014859694
2020-02-08;Inverno;Tomate;Humoso;-153.67620695349913;-98.86148044881341;-154.83608739053145;21.809906648001324;-75.0;-79.97201158412238;17.52683322578101;0.9503325898937849;16.141446761438523;0.3356945498993263;-153.2131935462553;0.0;0.0;-212514.27137350762;1451392.1988447013;1030650.8559108902;Doente;443933648.44635296;98084552673.28064;554755.2143316832
2020-02-09;Inverno;Tomate;Siltoso;-153.11902668886984;-84.867083389589;-155.42129233535246;-16.657364146672577;-73.0;-78.35312588441029;0.4520068770470913;0.7806517946486979;24.44119808042683;0.5799418902572737;-155.91354330629898;0.0;0.0;-273761.8204907237;1543295.3388126516;1112451.3747568436;Doente;450565093.58917683;163492445607.48117;634450.1364535997
2020-02-10;Inverno;Milho;Siltoso;-145.92678366857263;-87.64037002369946;-153.11684906684758;38.47956522078506;-71.0;-75.7410112177919;45.45661337142406;2.5295171112441226;29.96399623893349;0.6843601354172142;-150.24825959101426;0.0;0.0;-129885.52322139306;1389116.6256056982;965070.1519372336;Doente;422937956.4953486;125419042505.03793;708326.8043277799
2020-02-11;Inverno;Soja;Siltoso;-151.94313497639072;28.50795352426735;-150.4871304135181;24.89662303463492;-72.0;-80.15212957593933;28.545922303688894;1.4062998203375332;35.39193262992488;0.509975626201603;-152.07236382068047;0.0;0.0;117781.04223799688;1205296.216104108;804575.0839292533;Doente;309592021.7528589;31629832532.51677;1861312.8094072104
2020-02-12;Inverno;Batata;Humoso;-156.97065679546716;-92.61854070997637;-152.62604127618013;7.8062668064638245;-77.0;-77.88380376846182;25.279788126514187;2.3741385898930645;22.252110991644038;0.5353650572185314;-154.16223097036698;0.0;0.0;-225939.4160424057;1482705.0539816937;1058422.7127259544;Doente;445142881.724647;83596667388.62863;603544.5128662151
2020-02-13;Inverno;Soja;Argiloso;-154.97526732717677;-116.66803403533878;-157.40203277090947;-19.343272597116744;-79.0;-75.60125410181773;34.15404651367089;2.5534767657780972;26.73210674692603;0.4430797196506241;-151.70295862246866;0.0;0.0;-356862.6238433751;1619168.1334617494;1173523.4219227687;Doente;485034859.1209657;182040198777.6863;318145.2788961148
2020-02-14;Inverno;Batata;Humoso;-155.58173309343726;69.71216131712572;-154.31452021214292;20.941677047612146;-72.0;-78.28283955854573;23.380905370338716;2.521674504540112;45.879180504502756;1.074559038927399;-154.64070176725681;0.0;0.0;212332.29186039028;1156000.1485237568;744452.1817126905;Doente;268742408.9273289;65894294424.30802;2242263.0280359625
2020-02-15;Inverno;Milho;Argiloso;-130.80769606263107;-125.03655771097017;-150.873406947915;-19.58909240004177;-72.0;-78.11616612006009;48.085617464165445;3.8322166477014794;54.853197916536004;1.151765038860863;-156.08897553307574;0.0;0.0;-368728.53813944466;1624152.188581551;1189123.2294650571;Doente;494011316.56077313;133175301256.79909;251645.88618474617
2020-02-16;Inverno;Trigo;Humoso;-137.2212247924458;37.04881203177314;-157.2443005935913;-20.390887420301873;-73.0;-77.36424428137525;28.60540964143455;4.110522105845221;48.29628671987923;1.1475952291884985;-156.42929599620342;0.0;0.0;20394.390971773217;1340802.1276233718;913812.3773417291;Doente;325537453.2290271;73072486301.422;1849138.7903784784
2020-02-17;Inverno;Tomate;Humoso;-130.96715604191314;-56.92663168986944;-150.08899430289966;22.651758956521704;-78.0;-77.94235788948492;-0.4323386366741051;3.2313090795257007;43.96667510498436;0.5709911923711234;-157.29042718792084;0.0;0.0;-105600.2720316878;1359664.815129785;957389.2841404525;Doente;399938483.1242915;77872089139.75348;986938.7094481128
2020-02-18;Inverno;Milho;Argiloso;-146.80778540476274;38.32309195156304;-150.40744485083664;-7.243945680514329;-76.0;-79.41403610118309;49.50833732175344;1.951634723935006;40.687073253536155;1.417403342615361;-156.61806924732002;0.0;0.0;71211.03452616872;1291722.7485698527;875924.342992166;Doente;317046896.5766653;72589598396.60396;1902544.898243553
2020-02-19;Inverno;Tomate;Siltoso;-151.6489455501203;-19.075901757771007;-157.373804154161;-7.043011913666458;-79.0;-80.16426686202153;21.583340120502577;1.612074071520233;34.12977779708817;0.27122881634752943;-152.63654632327027;0.0;0.0;-85673.82275488699;1401670.9143327177;973207.6926131046;Doente;376665462.4867326;113136167428.93042;1312098.8370907102
2020-02-20;Inverno;Cenoura;Argiloso;-136.0512040837244;50.32624589727203;-150.53269343640355;25.253869214358936;-78.0;-77.20798626747734;43.1839223769179;2.164002080352387;38.12207562824821;1.089367972257603;-154.0764562612608;0.0;0.0;170625.0804080805;1162990.2696378143;766345.5024465687;Doente;286679239.7692797;28287959022.96608;2076505.4183921055
2020-02-21;Inverno;Trigo;Arenoso;-150.2123824587656;55.238597282925326;-155.0949392779243;-16.716337238176926;-80.0;-75.65301162233177;18.18268485205856;1.72698507854764;46.400746915657294;0.6254107401567622;-157.31512556630702;0.0;0.0;75934.45966218584;1290738.760021157;872966.0241851552;Doente;304634854.1444518;99899827614.7896;2037038.7357148414
2020-02-22;Inverno;Trigo;Arenoso;-151.01849878883957;-128.1803637438448;-151.2423266633931;1.4632489092858165;-77.0;-79.72522389223501;30.171406959661372;2.830707635175615;35.844304992540884;0.9784304399883547;-150.05077732232118;0.0;0.0;-336448.9647469627;1555177.524263164;1137053.4507699392;Doente;485762850.2294412;75677839721.6681;263412.33774153574
2020-02-23;Inverno;Milho;Argiloso;-153.02482023376507;-114.91756480144235;-154.65293329829382;-10.014907243991793;-76.0;-79.20228096110708;47.131073320687996;3.256326211306453;20.047746538061016;0.7928686243480336;-150.41381568494123;0.0;0.0;-319267.58586825937;1588138.2770288459;1144879.4734552752;Doente;478065808.15562814;105649392444.39426;364928.0931984767
2020-02-24;Inverno;Trigo;Humoso;-156.10963065327294;-79.92825408582891;-154.47315909837988;20.137205491824247;-79.0;-78.40589712824597;35.00676253618648;1.8782674888724453;47.48038855383459;1.346493050139512;-153.72811615829997;0.0;0.0;-169474.7831467628;1421645.8155332597;1002786.9248151842;Doente;425115928.32348114;35635500271.640434;740868.7372757291
2020-02-25;Inverno;Batata;Arenoso;-152.306108169497;3.8630832727003224;-152.92605527217967;25.848420436984583;-78.0;-76.21333341226524;21.75805339863312;2.932224756128318;41.27561581376503;1.3875571533850313;-156.77610517864963;0.0;0.0;60123.38283623751;1255781.7105097119;843823.9193153492;Doente;334684125.0782006;75216192766.73822;1584263.5103281075
2020-02-26;Inverno;Trigo;Arenoso;-149.34040754578336;47.6544393023012;-151.80418064579214;30.00436935799992;-75.0;-78.91074297501595;31.717618539028503;3.395275902716777;47.96280992099403;1.2793902917319826;-156.7328995916485;0.0;0.0;174365.7838233202;1154689.2844391316;757896.1998108472;Doente;286850939.49294734;47309020611.17767;2036375.579001604
2020-02-27;Inverno;Tomate;Humoso;-139.78017375562808;-38.01160974120745;-157.72968679241401;-2.608955209633546;-75.0;-75.846772535977;2.348915826971411;0.6594729897100613;13.618608985815175;0.3355937770006443;-155.16661661202636;0.0;0.0;-122531.08224192412;1423481.5194153558;993360.6233417942;Doente;393938241.1980123;58889235329.98612;1119095.3663334264
2020-02-28;Inverno;Tomate;Humoso;-158.12305473341644;-8.605376745146913;-153.25475203578293;-14.227657779372247;-74.0;-79.9822551841205;20.31992404552907;1.783806116375211;17.27205050544941;0.474590236755406;-150.89790109947137;0.0;0.0;-76505.29197808556;1392473.8462849988;975604.994324957;Doente;369831025.56155103;133404485314.62839;1431346.0383255947
2020-02-29;Inverno;Tomate;Siltoso;-153.6847918100397;-92.30002944088777;-156.50613604722102;-14.967284408000278;-72.0;-75.55226145107616;14.181569200206951;3.2669549288131243;18.358109510134742;1.376877870737481;-157.86640529685727;0.0;0.0;-288335.25104346516;1554739.6008162727;1120381.526236709;Doente;;97062583456.09286;548982.6378545444
2020-03-01;Primavera;Tomate;Humoso;29.27070920875029;135.99336677633707;5.7675961429056235;41.355467997617545;3.0;2.5466908319979824;2.685908430350641;2.1574888299397763;27.912907261631204;0.7018847577331805;5.936233760337901;0.0;0.0;445077.9634555784;505872.14437894855;595728.7643054209;Saudável;;24661089574.555325;4305502.490282254
2020-03-02;Primavera;Batata;Argiloso;9.407657707513124;168.46562227069396;5.783749329241732;77.73396824045692;4.0;3.0368438350676805;11.822953315372228;1.839416409525244;13.073751920631583;1.4574291521006724;10.366501422645582;0.0;0.0;623393.4947307267;343582.0635587842;439764.1037374178;Doente;138632408.0290206;11058480330.313763;4617986.677134697
2020-03-03;Primavera;Soja;Argiloso;15.279354395675647;28.719786582919497;6.752482721769229;26.765892003358594;1.0;1.5814030553109237;33.81309927437464;1.7575614599936515;26.391462030644924;0.7392089434188722;7.620807218069151;0.0;0.0;144657.84478749268;743312.5493496178;819111.690186524;Saudável;202517882.3314967;31212261707.332123;3221507.9422808858
2020-03-04;Primavera;Cenoura;Siltoso;30.939767655744205;73.96519032010926;5.673091295009387;29.496771699975326;5.0;3.6529268701844595;46.952037176298795;2.1265965649631084;21.246400381832224;1.622261103838628;6.6492887719817055;0.0;0.0;261816.8638383428;654667.4086099151;734081.2421530703;Doente;263698533.43588033;42184984881.19167;3672467.984600501
2020-03-05;Primavera;Milho;Arenoso;9.64775933430328;-7.776777898725239;3.858888947605342;18.587075753477;3.0;0.5757866930511885;41.89356846756764;1.8958371067606805;26.963605219749034;1.6358111618383622;9.913371199812106;0.0;0.0;42076.59661001613;851379.7453209;903118.3251198508;Saudável;244868723.26340857;59855262197.81567;2839412.4198537953
2020-03-06;Primavera;Tomate;Arenoso;7.482105068545696;86.82733129259368;4.1650299082036115;53.914778778641995;4.0;-0.012485430978406709;-2.2774119415983214;3.048212262487538;36.83672668840512;1.0145142249929615;8.495420660610087;1.0;33.0;17585.64000195067;1605824.492324902;963364.6217103862;Doente;322783328.1358932;63815325307.5949;627464.031019353
2020-03-07;Primavera;Trigo;Humoso;19.536139852400325;75.55668836933611;3.2675038844887814;59.115960782369115;6.0;1.7205401581669437;18.97734173096386;1.456505221390775;49.515785167553545;0.2521344468578028;7.6548044492914435;1.0;13.0;199455.89899052517;1002766.9594445372;780573.8370486292;Doente;282415229.47951794;80803167007.30124;2373829.6039752015
2020-03-08;Primavera;Tomate;Argiloso;14.072585338356092;3.8872968310155187;6.7619926826300345;56.53004417732008;5.0;4.011434012534356;3.86286478157513;1.4734173027937087;6.080047130149167;0.6502451337780104;8.967965060352949;0.0;0.0;153509.0410366951;695265.5357416162;779988.2737482286;Saudável;212019750.04161966;39403573972.81958;2981716.7812239863
2020-03-09;Primavera;Trigo;Arenoso;21.902250934515624;63.413242623615005;10.635581558823908;71.80397661920155;7.0;3.517589625817631;33.49296299209039;1.3335602209073212;36.51464648425091;1.515505760585533;6.895559064180398;0.5;23.5;103026.6788630801;1266436.4970668314;861459.7052637751;Doente;311713292.93869615;72713772425.10991;1338074.8238724968
2020-03-10;Primavera;Cenoura;Siltoso;29.11414671450426;41.82093041731265;3.9254017891849324;45.5746680578919;5.0;2.328735295073948;39.36977339197944;3.740692714379363;14.671972426077915;1.5289309837630594;10.549931492485587;0.0;0.0;221368.239046902;669425.9754478957;744518.5725574396;Saudável;178400815.9453043;21761303177.40123;3367296.951828383
2020-03-11;Primavera;Cenoura;Siltoso;9.114454644582295;79.36617506103786;10.570115944024657;20.936852459761383;9.0;2.603644178455925;40.61060218221397;1.5143840518886327;16.885499158795653;0.5521194991462579;11.769833874479973;0.0;0.0;255626.31579258284;656413.2203452592;748999.1366527147;Doente;262917714.96997648;37014574902.17469;3754769.5080017266
2020-03-12;Primavera;Cenoura;Argiloso;22.42097253662855;92.13086708575983;8.866892117856748;31.783218755375756;7.0;0.39241957412293527;42.69698180691807;2.3214363168128864;44.778064690910796;0.8486320733684425;7.262076140658193;0.0;0.0;313818.15185854444;605811.4955257539;697175.9313579159;Doente;243603457.67539114;41577249917.13337;3874971.450908322
2020-03-13;Primavera;Trigo;Siltoso;20.165262811695918;-23.300884278558097;8.099990423473304;57.8949577455615;3.0;3.946362985717069;18.240713848433867;2.9164251154682534;44.15164792587114;1.4094904780429591;7.799658626276274;0.0;0.0;88732.47679794772;735860.8813447941;822816.5077139131;Saudável;239607207.88812974;32485989969.912876;2710155.116358202
2020-03-14;Primavera;Tomate;Siltoso;9.322363580395987;127.20119658991106;8.162222042588503;54.443397767976066;6.0;3.6777538574501425;-0.6079526120735244;1.8252170860885928;41.67841342605184;0.8988055735617748;6.344316899921371;0.0;0.0;457062.65238577715;475513.7925533562;575096.4706511338;Saudável;84761072.27634425;30100617444.18757;4215922.433680463
2020-03-15;Primavera;Cenoura;Argiloso;23.71995456586947;117.60285837234815;9.613821187170256;48.69507868807425;2.0;3.0253074120638717;33.751993804295715;2.2433462069555627;34.39015116293962;1.4759955058363796;10.063990106405928;0.0;0.0;419913.91859724204;507009.2931282173;607205.034647622;Doente;207758475.5645094;24211540573.290928;4148595.654629938
2020-03-16;Primavera;Batata;Humoso;13.209212535823148;48.257277241304436;3.855358915038571;59.33236891427498;0.0;2.07391062427385;7.636407446654949;1.6221002224908863;45.74061982400436;1.296970917239687;8.97929987219725;0.0;0.0;276370.08356640633;620754.2147914204;695685.9632978715;Saudável;164107921.87192687;86528997068.75418;3411754.7515866463
2020-03-17;Primavera;Trigo;Humoso;19.635029556320376;-14.412812886236349;7.038034588524333;56.14221913219783;8.0;4.565251784026721;19.64790857222926;3.5899039232270096;18.557006257148988;1.5102513887451752;2.021934632483629;0.5;8.0;22181.74953104343;991199.2420618982;891845.6690105405;Saudável;253363802.46443653;92837154839.06068;1979877.230871003
