Ano;Mes;Estacao;Crescimento
2021;7;Inverno;95
2021;7;Inverno;95
2021;7;Inverno;95
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;8;Inverno;98
2021;9;Inverno;98
2021;9;Inverno;98
2021;9;Inverno;98
2021;9;Inverno;98
2021;9;Inverno;98
2021;9;Inverno;98
2021;9;Inverno;98
2021;9;Inverno;95
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Inverno;55
2021;9;Primavera;36
2021;9;Primavera;35
2021;9;Primavera;35
2021;9;Primavera;35
2021;9;Primavera;34
2021;9;Primavera;35
2021;9;Primavera;36
2021;9;Primavera;37
2021;9;Primavera;35
2021;9;Primavera;36
2021;9;Primavera;37
2021;9;Primavera;35
2021;9;Primavera;35
2021;9;Primavera;30
2021;9;Primavera;35
2021;9;Primavera;32
2021;9;Primavera;31
2021;9;Primavera;33
2021;9;Primavera;32
2021;9;Primavera;30
2021;10;Primavera;30
2021;10;Primavera;31
2021;10;Primavera;32
2021;10;Primavera;33
2021;10;Primavera;32
2021;10;Primavera;32
2021;10;Primavera;31
2021;10;Primavera;33
2021;10;Primavera;32
2021;10;Primavera;33
2021;10;Primavera;33
2021;10;Primavera;33
2021;10;Primavera;32
2021;10;Primavera;31
2021;10;Primavera;32
2021;10;Primavera;32
2021;10;Primavera;32
2021;10;Primavera;32
2021;10;Primavera;31
2021;10;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;11;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
2021;12;Primavera;35
