Ano;Mes;Estacao;Crescimento
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;11;Primavera;40
2024;12;Primavera;45
2024;12;Primavera;47
2024;12;Primavera;44
2024;12;Primavera;45
2024;12;Primavera;44
2024;12;Primavera;42
2024;12;Primavera;45
2024;12;Primavera;45
2024;12;Primavera;44
2024;12;Primavera;45
2024;12;Primavera;44
2024;12;Primavera;43
2024;12;Primavera;44
2024;12;Primavera;45
2024;12;Primavera;44
2024;12;Primavera;46
2024;12;Primavera;43
2024;12;Primavera;44
2024;12;Primavera;43
2024;12;Primavera;42
